Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0xbaba9580         TCPv4    127.0.0.1:51283                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbaba98a0         TCPv4    127.0.0.1:51284                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbabcd010         TCPv4    127.0.0.1:49998                127.0.0.1:61415      ESTABLISHED      1496     java.exe       
0xbabdd600         TCPv4    127.0.0.1:49998                127.0.0.1:53734      ESTABLISHED      1496     java.exe       
0xbad1c3d0         TCPv4    127.0.0.1:60355                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbae57430         TCPv4    127.0.0.1:61121                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbae69010         TCPv4    127.0.0.1:49998                127.0.0.1:53624      ESTABLISHED      1496     java.exe       
0xbaec1010         TCPv4    127.0.0.1:49998                127.0.0.1:62228      ESTABLISHED      1496     java.exe       
0xbaeca9f0         TCPv4    127.0.0.1:51799                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbaf70010         TCPv4    127.0.0.1:49998                127.0.0.1:54634      ESTABLISHED      1496     java.exe       
0xbaf707e0         TCPv4    127.0.0.1:63463                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbaf70cf0         TCPv4    127.0.0.1:63532                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb09b7f0         TCPv4    127.0.0.1:49998                127.0.0.1:49459      ESTABLISHED      1496     java.exe       
0xbb1546e0         TCPv4    127.0.0.1:49998                127.0.0.1:63307      ESTABLISHED      1496     java.exe       
0xbb163010         TCPv4    127.0.0.1:61218                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb1639d0         TCPv4    127.0.0.1:49998                127.0.0.1:61216      ESTABLISHED      1496     java.exe       
0xbb163cf0         TCPv4    127.0.0.1:49998                127.0.0.1:61268      ESTABLISHED      1496     java.exe       
0xbb1cb010         TCPv4    127.0.0.1:49998                127.0.0.1:49917      ESTABLISHED      1496     java.exe       
0xbb1cb770         TCPv4    127.0.0.1:49998                127.0.0.1:51129      ESTABLISHED      1496     java.exe       
0xbb29e010         TCPv4    127.0.0.1:49998                127.0.0.1:53283      ESTABLISHED      1496     java.exe       
0xbb29e510         TCPv4    127.0.0.1:49998                127.0.0.1:54719      ESTABLISHED      1496     java.exe       
0xbb29e830         TCPv4    127.0.0.1:54373                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb2b7010         TCPv4    127.0.0.1:49998                127.0.0.1:56512      ESTABLISHED      1496     java.exe       
0xbb2c9010         TCPv4    127.0.0.1:62841                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb380010         TCPv4    127.0.0.1:49998                127.0.0.1:57573      ESTABLISHED      1496     java.exe       
0xbb380cf0         TCPv4    127.0.0.1:59188                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb44d010         TCPv4    127.0.0.1:49998                127.0.0.1:53515      ESTABLISHED      1496     java.exe       
0xbb44f4a0         TCPv4    127.0.0.1:49544                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb491010         TCPv4    127.0.0.1:64385                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb491cf0         TCPv4    127.0.0.1:49998                127.0.0.1:50756      ESTABLISHED      1496     java.exe       
0xbb4a8940         TCPv4    127.0.0.1:56157                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb4dc940         TCPv4    127.0.0.1:49998                127.0.0.1:53932      ESTABLISHED      1496     java.exe       
0xbb5369d0         TCPv4    127.0.0.1:49998                127.0.0.1:59275      ESTABLISHED      1496     java.exe       
0xbb536cf0         TCPv4    127.0.0.1:59117                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb5b5cf0         TCPv4    127.0.0.1:56587                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb6072b0         TCPv4    127.0.0.1:53688                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb6b7940         TCPv4    127.0.0.1:49998                127.0.0.1:65423      ESTABLISHED      1496     java.exe       
0xbb773cf0         TCPv4    127.0.0.1:63489                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb7859c0         TCPv4    127.0.0.1:52333                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb867430         TCPv4    127.0.0.1:49998                127.0.0.1:50583      ESTABLISHED      1496     java.exe       
0xbb867750         TCPv4    127.0.0.1:50592                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb8c6010         TCPv4    127.0.0.1:49998                127.0.0.1:59038      ESTABLISHED      1496     java.exe       
0xbb8c6940         TCPv4    127.0.0.1:59329                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb8eb010         TCPv4    127.0.0.1:49998                127.0.0.1:51021      ESTABLISHED      1496     java.exe       
0xbb8fc1f0         TCPv4    127.0.0.1:58533                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb96b170         TCPv4    127.0.0.1:49998                127.0.0.1:60347      ESTABLISHED      1496     java.exe       
0xbb99f210         TCPv4    127.0.0.1:50449                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb9b12d0         TCPv4    127.0.0.1:57140                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb9c8010         TCPv4    127.0.0.1:60037                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbb9c8cf0         TCPv4    127.0.0.1:49998                127.0.0.1:59433      ESTABLISHED      1496     java.exe       
0xbbaaf9d0         TCPv4    127.0.0.1:55097                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbb004c0         TCPv4    127.0.0.1:49998                127.0.0.1:56689      ESTABLISHED      1496     java.exe       
0xbbb007e0         TCPv4    127.0.0.1:54366                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbc49530         TCPv4    127.0.0.1:53830                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbd317a0         TCPv4    127.0.0.1:51894                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbda3ae0         TCPv4    127.0.0.1:49998                127.0.0.1:55065      ESTABLISHED      1496     java.exe       
0xbbdab010         TCPv4    127.0.0.1:52518                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbdb7170         TCPv4    127.0.0.1:63610                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbdb7cf0         TCPv4    127.0.0.1:49998                127.0.0.1:63632      ESTABLISHED      1496     java.exe       
0xbbe2acf0         TCPv4    127.0.0.1:63762                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbea28b0         TCPv4    127.0.0.1:49998                127.0.0.1:50240      ESTABLISHED      1496     java.exe       
0xbbec3010         TCPv4    127.0.0.1:49998                127.0.0.1:51670      ESTABLISHED      1496     java.exe       
0xbbec3cf0         TCPv4    127.0.0.1:49998                127.0.0.1:51286      ESTABLISHED      1496     java.exe       
0xbbf294f0         TCPv4    127.0.0.1:55059                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbf29cf0         TCPv4    127.0.0.1:55138                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbfb2b20         TCPv4    127.0.0.1:58705                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbbfb3cf0         TCPv4    127.0.0.1:56793                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc0044f0         TCPv4    127.0.0.1:49998                127.0.0.1:58377      ESTABLISHED      1496     java.exe       
0xbc035010         TCPv4    127.0.0.1:49998                127.0.0.1:60581      ESTABLISHED      1496     java.exe       
0xbc038730         TCPv4    127.0.0.1:49998                127.0.0.1:49180      ESTABLISHED      1496     java.exe       
0xbc04ecf0         TCPv4    127.0.0.1:49998                127.0.0.1:51179      ESTABLISHED      1496     java.exe       
0xbc095cf0         TCPv4    127.0.0.1:49998                127.0.0.1:63289      ESTABLISHED      1496     java.exe       
0xbc147cf0         TCPv4    127.0.0.1:49998                127.0.0.1:64081      ESTABLISHED      1496     java.exe       
0xbc25bcf0         TCPv4    127.0.0.1:56442                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc26b360         TCPv4    127.0.0.1:49998                127.0.0.1:65474      ESTABLISHED      1496     java.exe       
0xbc2d9940         TCPv4    127.0.0.1:59234                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc32b7e0         TCPv4    127.0.0.1:52458                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc335cf0         TCPv4    127.0.0.1:49998                127.0.0.1:55364      ESTABLISHED      1496     java.exe       
0xbc3d36d0         TCPv4    127.0.0.1:50999                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc3d3cf0         TCPv4    127.0.0.1:51578                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc3f56e0         TCPv4    127.0.0.1:49998                127.0.0.1:59341      ESTABLISHED      1496     java.exe       
0xbc3f5cf0         TCPv4    127.0.0.1:49998                127.0.0.1:62099      ESTABLISHED      1496     java.exe       
0xbc4bfa20         TCPv4    127.0.0.1:49998                127.0.0.1:59887      ESTABLISHED      1496     java.exe       
0xbc5083c0         TCPv4    127.0.0.1:49998                127.0.0.1:58777      ESTABLISHED      1496     java.exe       
0xbc566010         TCPv4    127.0.0.1:64967                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc566cf0         TCPv4    127.0.0.1:49998                127.0.0.1:64582      ESTABLISHED      1496     java.exe       
0xbc5cccf0         TCPv4    127.0.0.1:49998                127.0.0.1:57232      ESTABLISHED      1496     java.exe       
0xbc5d47b0         TCPv4    127.0.0.1:49998                127.0.0.1:54241      ESTABLISHED      1496     java.exe       
0xbc60d840         TCPv4    127.0.0.1:49998                127.0.0.1:58795      ESTABLISHED      1496     java.exe       
0xbc647730         TCPv4    127.0.0.1:59901                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc693740         TCPv4    127.0.0.1:65102                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc715010         TCPv4    127.0.0.1:49998                127.0.0.1:61780      ESTABLISHED      1496     java.exe       
0xbc735580         TCPv4    127.0.0.1:49998                127.0.0.1:58201      ESTABLISHED      1496     java.exe       
0xbc73d220         TCPv4    127.0.0.1:59986                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc7afcf0         TCPv4    127.0.0.1:56463                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc7b0600         TCPv4    127.0.0.1:49998                127.0.0.1:56089      ESTABLISHED      1496     java.exe       
0xbc7b0cf0         TCPv4    127.0.0.1:49998                127.0.0.1:56222      ESTABLISHED      1496     java.exe       
0xbc7d79d0         TCPv4    127.0.0.1:62424                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc7d7cf0         TCPv4    127.0.0.1:49998                127.0.0.1:62805      ESTABLISHED      1496     java.exe       
0xbc80bcf0         TCPv4    127.0.0.1:49998                127.0.0.1:59518      ESTABLISHED      1496     java.exe       
0xbc8a6010         TCPv4    127.0.0.1:60728                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc8a67e0         TCPv4    127.0.0.1:49998                127.0.0.1:61267      ESTABLISHED      1496     java.exe       
0xbc8c2580         TCPv4    127.0.0.1:52010                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc924010         TCPv4    127.0.0.1:50372                127.0.0.1:49998      ESTABLISHED      632      java.exe       
0xbc9597e0         TCPv4    127.0.0.1:49998                127.0.0.1:63469      ESTABLISHED      1496     java.exe       
0xbc967cf0         TCPv4    127.0.0.1:49998                127.0.0.1:61951      ESTABLISHED      1496     java.exe       
0xbc9826d0         TCPv4    127.0.0.1:49998                127.0.0.1:51358      ESTABLISHED      1496     java.exe       
0xbc9939d0         TCPv4    127.0.0.1:49998                127.0.0.1:50801      ESTABLISHED      1496     java.exe       
0xbc993cf0         TCPv4    127.0.0.1:50639                127.0.0.1:49998      ESTABLISHED      632      java.exe       
