Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x1148d6cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d7010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d7010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d7250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d7250        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d76c0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d76c0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d8010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d8010        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d8b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d8b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9ad0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148d9ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148da960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148da960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148db2d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148db2d0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dbc20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dbc20        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dcec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dcec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dd960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dd960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ddec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148ddec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148de240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148de240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148de7a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148de7a0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148deb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148deb90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148df570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148df570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dfec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148dfec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e0960        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e0960        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e0ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e0ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e1240        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e1240        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e1b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e1b90        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2570        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2570        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2ad0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e2ec0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e4320        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e4320        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e4cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e4cf0        UDPv6    :::0                           *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x1148e5010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
